rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Genus,Austintatiousvirus,3,4.23,4.24,0.29,3.87,4.58,0.65,0.65,0.03,0.61,0.69
Genus,Bruynoghevirus,7,5.27,5.1,0.58,4.36,6.48,0.58,0.61,0.08,0.43,0.71
Genus,Xipdecavirus,3,4.94,4.9,0.49,4.36,5.57,0.62,0.63,0.02,0.59,0.64
Genus,Eisenstarkvirus,2,5.1,5.1,0.0,5.1,5.1,0.49,0.49,0.0,0.49,0.49
Genus,Sozzivirus,2,4.0,4.0,0.0,4.0,4.0,0.67,0.67,0.0,0.67,0.67
Genus,Sherbrookevirus,5,4.6,4.63,0.64,3.32,5.39,0.62,0.6,0.09,0.51,0.8
Genus,Waukeshavirus,2,6.08,6.08,0.0,6.08,6.08,0.44,0.44,0.0,0.44,0.44
Genus,Beceayunavirus,2,6.32,6.32,0.0,6.32,6.32,0.43,0.43,0.0,0.43,0.43
Genus,Lillamyvirus,10,5.94,6.08,0.96,3.46,7.42,0.53,0.53,0.12,0.35,0.83
Genus,Hattifnattvirus,2,4.9,4.9,0.0,4.9,4.9,0.65,0.65,0.0,0.65,0.65
Genus,Pagevirus,4,4.24,4.3,0.46,3.46,4.8,0.62,0.61,0.08,0.52,0.74
Genus,Baltivirus,3,6.48,6.56,0.17,6.24,6.63,0.52,0.53,0.02,0.49,0.55
Genus,Elemovirus,5,4.7,4.69,0.37,4.12,5.48,0.75,0.75,0.03,0.69,0.81
Genus,Sortsnevirus,3,4.68,4.58,0.23,4.47,5.0,0.53,0.55,0.04,0.47,0.57
Genus,Harambevirus,2,2.45,2.45,0.0,2.45,2.45,0.62,0.62,0.0,0.62,0.62
Genus,Kairosalinivirus,2,4.58,4.58,0.0,4.58,4.58,0.52,0.52,0.0,0.52,0.52
Genus,Kryptosalinivirus,2,3.74,3.74,0.0,3.74,3.74,0.66,0.66,0.0,0.66,0.66
Genus,Fromanvirus_1,25,6.43,6.48,0.53,4.58,7.94,0.58,0.58,0.05,0.45,0.77
Genus,Soupsvirus,3,5.46,5.66,0.48,4.8,5.92,0.67,0.65,0.05,0.62,0.74
Genus,Rerduovirus,5,4.56,4.63,0.91,3.16,5.74,0.68,0.67,0.1,0.57,0.84
Genus,Pakpunavirus,11,7.76,7.75,0.89,5.48,9.33,0.66,0.65,0.08,0.5,0.83
Genus,Kolesnikvirus,2,4.58,4.58,0.0,4.58,4.58,0.75,0.75,0.0,0.75,0.75
Genus,Felixounavirus,24,7.97,7.94,1.06,5.2,10.3,0.58,0.59,0.09,0.41,0.8
Genus,Saclayvirus,3,7.79,8.12,0.79,6.71,8.54,0.57,0.54,0.08,0.49,0.68
Genus,Flaumdravirus,2,7.14,7.14,0.0,7.14,7.14,0.7,0.7,0.0,0.7,0.7
Genus,Nankokuvirus,5,7.85,7.87,0.23,7.35,8.19,0.6,0.6,0.03,0.57,0.66
Genus,Kremarvirus,2,7.62,7.62,0.0,7.62,7.62,0.54,0.54,0.0,0.54,0.54
Genus,Biseptimavirus_2,2,6.63,6.63,0.0,6.63,6.63,0.51,0.51,0.0,0.51,0.51
Genus,Biseptimavirus_1,6,5.51,5.48,0.63,4.0,6.48,0.58,0.57,0.07,0.49,0.75
Genus,Peeveelvirus_1,4,5.12,5.24,0.54,4.24,5.74,0.65,0.66,0.06,0.57,0.73
Genus,Peeveelvirus_2,2,4.58,4.58,0.0,4.58,4.58,0.62,0.62,0.0,0.62,0.62
Genus,Fishburnevirus,16,5.65,5.66,0.66,3.61,7.28,0.62,0.63,0.07,0.46,0.85
Genus,Phayoncevirus,3,6.27,6.32,0.2,6.0,6.48,0.55,0.54,0.03,0.52,0.59
Genus,Charlievirus_1,9,5.34,5.52,0.7,3.87,6.78,0.61,0.6,0.08,0.47,0.77
Genus,Charlievirus_2,5,5.85,5.79,0.39,5.1,6.48,0.57,0.56,0.05,0.5,0.65
Genus,Charlievirus_3,2,5.0,5.0,0.0,5.0,5.0,0.64,0.64,0.0,0.64,0.64
Genus,Brujitavirus,3,6.08,6.48,0.62,5.2,6.56,0.57,0.54,0.08,0.49,0.68
Genus,Northamptonvirus,2,4.58,4.58,0.0,4.58,4.58,0.68,0.68,0.0,0.68,0.68
Genus,Pegunavirus,8,5.46,5.57,0.4,4.36,6.08,0.7,0.69,0.04,0.64,0.8
Genus,Coopervirus,13,6.39,6.44,0.7,4.9,7.62,0.57,0.57,0.08,0.42,0.74
Genus,Rosebushvirus,4,4.71,4.69,0.33,4.24,5.29,0.73,0.74,0.04,0.66,0.78
Genus,Pipefishvirus,5,5.3,5.29,0.29,4.8,5.83,0.69,0.69,0.03,0.63,0.75
Genus,Quesadillavirus,3,6.53,6.48,0.13,6.4,6.71,0.53,0.52,0.01,0.52,0.55
Genus,Acadianvirus,4,5.82,5.79,0.51,4.9,6.63,0.61,0.62,0.06,0.52,0.72
Genus,Kenoshavirus,10,6.02,6.16,0.63,4.58,7.0,0.58,0.57,0.08,0.46,0.76
Genus,Pepyhexavirus,2,5.57,5.57,0.0,5.57,5.57,0.65,0.65,0.0,0.65,0.65
Genus,Nevevirus,4,5.04,5.0,0.34,4.47,5.57,0.62,0.62,0.04,0.57,0.68
Genus,Fremauxvirus,2,4.24,4.24,0.0,4.24,4.24,0.6,0.6,0.0,0.6,0.6
Genus,Gordonvirus,2,4.8,4.8,0.0,4.8,4.8,0.65,0.65,0.0,0.65,0.65
Genus,Naesvirus,4,4.63,4.85,0.52,3.61,5.2,0.67,0.65,0.06,0.59,0.78
Genus,Beograduvirus,2,3.74,3.74,0.0,3.74,3.74,0.73,0.73,0.0,0.73,0.73
Genus,Bakolyvirus,2,2.83,2.83,0.0,2.83,2.83,0.81,0.81,0.0,0.81,0.81
Genus,Tsukubavirus,3,4.89,4.9,0.33,4.47,5.29,0.65,0.64,0.01,0.63,0.67
Genus,Yokohamavirus,2,4.47,4.47,0.0,4.47,4.47,0.62,0.62,0.0,0.62,0.62
Genus,Traversvirus,12,6.9,6.93,0.81,5.1,8.77,0.52,0.52,0.08,0.37,0.7
Genus,Diegovirus,2,4.36,4.36,0.0,4.36,4.36,0.73,0.73,0.0,0.73,0.73
Genus,Oslovirus,5,5.79,5.7,0.36,5.29,6.4,0.6,0.61,0.04,0.53,0.67
Genus,Seuratvirus,2,5.39,5.39,0.0,5.39,5.39,0.65,0.65,0.0,0.65,0.65
Genus,Nonagvirus,4,6.01,5.96,0.45,5.39,6.86,0.59,0.6,0.05,0.49,0.67
Genus,Craquatrovirus,2,4.36,4.36,0.0,4.36,4.36,0.7,0.7,0.0,0.7,0.7
Genus,Bixiavirus,3,6.09,5.74,0.49,5.74,6.78,0.57,0.6,0.06,0.48,0.62
Genus,Iggyvirus,2,3.61,3.61,0.0,3.61,3.61,0.76,0.76,0.0,0.76,0.76
Genus,Salvavirus,2,5.92,5.92,0.0,5.92,5.92,0.52,0.52,0.0,0.52,0.52
Genus,Nipunavirus,2,4.0,4.0,0.0,4.0,4.0,0.74,0.74,0.0,0.74,0.74
Genus,Septimatrevirus,4,4.37,4.35,0.49,3.74,5.1,0.63,0.63,0.07,0.52,0.72
Genus,Lokivirus,2,3.87,3.87,0.0,3.87,3.87,0.67,0.67,0.0,0.67,0.67
Genus,Titanvirus,2,3.0,3.0,0.0,3.0,3.0,0.79,0.79,0.0,0.79,0.79
Genus,Cheoctovirus_1,60,8.56,8.6,0.69,5.0,10.39,0.45,0.45,0.06,0.31,0.77
Genus,Cheoctovirus_2,44,8.21,8.31,0.76,3.46,9.8,0.49,0.48,0.07,0.33,0.92
Genus,Corndogvirus,4,6.76,6.71,0.51,6.0,7.62,0.62,0.62,0.06,0.52,0.71
Genus,Avanivirus_1,3,8.35,8.43,0.52,7.68,8.94,0.47,0.46,0.05,0.42,0.53
Genus,Avanivirus_2,2,7.35,7.35,0.0,7.35,7.35,0.55,0.55,0.0,0.55,0.55
Genus,Cheoctovirus_3,2,9.38,9.38,0.0,9.38,9.38,0.4,0.4,0.0,0.4,0.4
Genus,Casadabanvirus,24,4.71,4.8,0.57,2.24,6.48,0.65,0.65,0.07,0.45,0.9
Genus,Mechnikovvirus,3,4.83,4.9,0.1,4.69,4.9,0.57,0.55,0.04,0.53,0.62
Genus,Bixzunavirus,18,9.74,9.54,1.01,7.07,12.41,0.63,0.65,0.07,0.44,0.78
Genus,Myrnavirus,2,9.75,9.75,0.0,9.75,9.75,0.43,0.43,0.0,0.43,0.43
Genus,Puppervirus,2,9.17,9.17,0.0,9.17,9.17,0.43,0.43,0.0,0.43,0.43
Genus,Korravirus,22,4.81,4.9,0.61,2.83,6.0,0.66,0.65,0.07,0.5,0.86
Genus,Yangvirus,14,5.79,5.83,0.66,3.61,7.48,0.55,0.54,0.08,0.39,0.81
Genus,Armstrongvirus,3,4.32,4.36,0.15,4.12,4.47,0.65,0.63,0.02,0.63,0.68
Genus,Tsamsavirus,8,10.61,10.72,0.96,7.68,12.21,0.54,0.51,0.07,0.47,0.74
Genus,Haetaevirus,2,12.0,12.0,0.0,12.0,12.0,0.47,0.47,0.0,0.47,0.47
Genus,Audreyjarvisvirus,7,9.79,10.05,0.66,8.49,11.14,0.49,0.49,0.04,0.44,0.59
Genus,Kagunavirus_2,2,5.57,5.57,0.0,5.57,5.57,0.54,0.54,0.0,0.54,0.54
Genus,Jerseyvirus_1,7,5.63,5.66,0.37,5.1,6.24,0.53,0.54,0.04,0.45,0.58
Genus,Kagunavirus_1,2,4.0,4.0,0.0,4.0,4.0,0.69,0.69,0.0,0.69,0.69
Genus,Kagunavirus_3,2,4.24,4.24,0.0,4.24,4.24,0.67,0.67,0.0,0.67,0.67
Genus,Jerseyvirus_2,2,5.0,5.0,0.0,5.0,5.0,0.58,0.58,0.0,0.58,0.58
Genus,Lessievirus,4,5.38,5.34,0.22,5.1,5.74,0.55,0.55,0.04,0.49,0.6
Genus,Camvirus,8,5.55,5.57,0.56,4.47,6.63,0.61,0.62,0.06,0.46,0.73
Genus,Arequatrovirus,4,6.12,6.12,0.91,4.36,7.14,0.55,0.55,0.1,0.43,0.75
Genus,Pahexavirus,57,3.66,3.74,0.55,1.0,5.29,0.73,0.73,0.07,0.54,0.98
Genus,Caelumvirus,12,6.5,6.67,0.57,4.8,7.62,0.5,0.49,0.07,0.37,0.7
Genus,Likavirus,14,5.76,5.92,0.71,4.12,7.28,0.6,0.58,0.08,0.44,0.79
Genus,Janusvirus,2,5.74,5.74,0.0,5.74,5.74,0.54,0.54,0.0,0.54,0.54
Genus,Foxunavirus,4,4.84,4.8,0.19,4.58,5.1,0.66,0.67,0.03,0.62,0.7
Genus,Aryavirus,2,5.57,5.57,0.0,5.57,5.57,0.53,0.53,0.0,0.53,0.53
Genus,Jilinvirus,3,4.88,5.1,0.37,4.36,5.2,0.59,0.57,0.05,0.53,0.66
Genus,Lambovirus,5,6.06,6.32,0.57,5.1,6.78,0.61,0.58,0.07,0.51,0.7
Genus,Papyrusvirus,2,4.8,4.8,0.0,4.8,4.8,0.66,0.66,0.0,0.66,0.66
Genus,Klausavirus,6,6.99,6.86,0.4,6.48,7.75,0.51,0.52,0.05,0.43,0.57
Genus,Nochtlivirus,2,6.08,6.08,0.0,6.08,6.08,0.51,0.51,0.0,0.51,0.51
Genus,Kwaitsingvirus,7,5.59,5.66,0.48,4.58,6.48,0.56,0.55,0.06,0.46,0.69
Genus,Aguilavirus,2,4.58,4.58,0.0,4.58,4.58,0.73,0.73,0.0,0.73,0.73
Genus,Abouovirus,4,6.29,6.28,0.9,5.2,7.48,0.56,0.55,0.1,0.44,0.71
Genus,Anatolevirus,2,4.58,4.58,0.0,4.58,4.58,0.6,0.6,0.0,0.6,0.6
Genus,Doucettevirus,4,5.13,5.05,0.43,4.47,5.74,0.59,0.6,0.04,0.54,0.67
Genus,Unaquatrovirus,4,4.39,4.53,0.29,3.87,4.69,0.56,0.54,0.05,0.51,0.64
Genus,Limdunavirus,7,4.28,4.47,0.58,3.0,5.29,0.63,0.63,0.08,0.5,0.79
Genus,Lidleunavirus,2,6.4,6.4,0.0,6.4,6.4,0.65,0.65,0.0,0.65,0.65
Genus,Lenusvirus,3,7.47,7.42,0.41,7.0,8.0,0.52,0.52,0.05,0.45,0.58
Genus,Maenadvirus,3,7.35,8.06,1.14,5.74,8.25,0.53,0.46,0.11,0.44,0.67
Genus,Sextaecvirus,2,6.56,6.56,0.0,6.56,6.56,0.6,0.6,0.0,0.6,0.6
Genus,Horusvirus,2,7.35,7.35,0.0,7.35,7.35,0.49,0.49,0.0,0.49,0.49
Genus,Getalongvirus,3,6.83,6.78,0.07,6.78,6.93,0.53,0.53,0.0,0.53,0.53
Genus,Homburgvirus,5,6.54,6.48,0.67,5.39,7.68,0.61,0.63,0.08,0.48,0.75
Genus,Dibbivirus,3,5.71,5.74,0.32,5.29,6.08,0.59,0.61,0.03,0.55,0.62
Genus,Rosemountvirus,6,5.07,4.9,0.56,4.47,6.4,0.68,0.68,0.04,0.59,0.73
Genus,Slashvirus,4,6.62,6.63,0.83,5.0,7.48,0.6,0.59,0.08,0.51,0.75
Genus,Basiliskvirus,4,6.64,6.93,0.73,5.1,7.28,0.57,0.54,0.07,0.51,0.71
Genus,Svunavirus,2,4.36,4.36,0.0,4.36,4.36,0.61,0.61,0.0,0.61,0.61
Genus,Hubeivirus,2,5.29,5.29,0.0,5.29,5.29,0.56,0.56,0.0,0.56,0.56
Genus,Poindextervirus,4,12.02,12.23,0.68,10.77,12.85,0.51,0.52,0.05,0.43,0.6
Genus,Colossusvirus,2,11.22,11.22,0.0,11.22,11.22,0.62,0.62,0.0,0.62,0.62
Genus,Bertelyvirus,2,12.25,12.25,0.0,12.25,12.25,0.64,0.64,0.0,0.64,0.64
Genus,Liefievirus,6,4.48,4.58,0.71,3.0,5.48,0.65,0.65,0.08,0.53,0.82
Genus,Fionnbharthvirus,4,5.15,5.0,0.38,4.69,5.66,0.69,0.7,0.05,0.62,0.75
Genus,Anayavirus,42,7.36,7.62,0.96,3.32,9.06,0.51,0.49,0.09,0.34,0.87
Genus,Kratiovirus,9,6.66,6.96,0.8,4.58,7.75,0.56,0.54,0.08,0.43,0.78
Genus,Avocadovirus,9,5.17,5.24,0.67,3.61,6.32,0.57,0.56,0.08,0.42,0.77
Genus,Timquatrovirus,4,5.59,5.64,0.65,4.69,6.4,0.66,0.66,0.07,0.58,0.75
Genus,Lomovskayavirus,5,4.43,4.36,0.46,3.61,5.1,0.65,0.64,0.05,0.57,0.73
Genus,Junavirus,3,4.77,5.57,1.13,3.16,5.57,0.66,0.6,0.11,0.58,0.81
Genus,Akonivirus,2,3.46,3.46,0.0,3.46,3.46,0.59,0.59,0.0,0.59,0.59
Genus,Metamorphoovirus,6,6.09,6.56,0.88,4.36,7.07,0.55,0.5,0.1,0.44,0.75
Genus,Muvirus,2,3.74,3.74,0.0,3.74,3.74,0.67,0.67,0.0,0.67,0.67
Genus,Bcepmuvirus,2,4.24,4.24,0.0,4.24,4.24,0.65,0.65,0.0,0.65,0.65
Genus,Phietavirus_8,2,6.24,6.24,0.0,6.24,6.24,0.51,0.51,0.0,0.51,0.51
Genus,Dubowvirus_1,6,5.77,5.92,0.99,3.0,7.75,0.6,0.59,0.1,0.38,0.87
Genus,Phietavirus_3,3,6.07,5.83,0.68,5.39,7.0,0.52,0.55,0.09,0.41,0.62
Genus,Phietavirus_5,2,6.16,6.16,0.0,6.16,6.16,0.56,0.56,0.0,0.56,0.56
Genus,Phietavirus_6,2,6.86,6.86,0.0,6.86,6.86,0.44,0.44,0.0,0.44,0.44
Genus,Phietavirus_4,3,5.51,6.16,0.98,4.12,6.24,0.63,0.56,0.1,0.56,0.77
Genus,Phietavirus_7,2,5.66,5.66,0.0,5.66,5.66,0.58,0.58,0.0,0.58,0.58
Genus,Phietavirus_1,6,6.13,6.48,0.78,4.58,7.14,0.52,0.49,0.09,0.42,0.7
Genus,Phietavirus_2,5,5.77,6.12,0.95,3.16,6.56,0.55,0.52,0.1,0.47,0.83
Genus,Coventryvirus,7,5.87,6.0,0.64,4.47,6.86,0.56,0.54,0.07,0.46,0.7
Genus,Dubowvirus_3,3,5.18,5.48,0.68,4.24,5.83,0.63,0.62,0.07,0.54,0.72
Genus,Dubowvirus_2,3,5.18,5.57,0.67,4.24,5.74,0.67,0.64,0.06,0.62,0.75
Genus,Godonkavirus,2,8.66,8.66,0.0,8.66,8.66,0.67,0.67,0.0,0.67,0.67
Genus,Vedamuthuvirus,4,4.5,4.4,0.51,4.0,5.2,0.65,0.66,0.03,0.6,0.69
Genus,Pleetrevirus,2,4.0,4.0,0.0,4.0,4.0,0.74,0.74,0.0,0.74,0.74
Genus,Amigovirus,2,5.48,5.48,0.0,5.48,5.48,0.52,0.52,0.0,0.52,0.52
Genus,Enhodamvirus,3,4.83,4.8,0.05,4.8,4.9,0.51,0.5,0.02,0.5,0.53
Genus,Ronaldovirus,2,4.36,4.36,0.0,4.36,4.36,0.72,0.72,0.0,0.72,0.72
Genus,Marvinvirus,2,4.9,4.9,0.0,4.9,4.9,0.67,0.67,0.0,0.67,0.67
Genus,Stanholtvirus,3,5.15,5.29,0.34,4.69,5.48,0.6,0.57,0.06,0.55,0.69
Genus,Dexdertvirus,3,5.71,5.83,0.3,5.29,6.0,0.58,0.55,0.05,0.54,0.64
Genus,Mardecavirus,2,6.32,6.32,0.0,6.32,6.32,0.6,0.6,0.0,0.6,0.6
Genus,Nylescharonvirus,2,2.83,2.83,0.0,2.83,2.83,0.79,0.79,0.0,0.79,0.79
Genus,Coetzeevirus,2,4.12,4.12,0.0,4.12,4.12,0.57,0.57,0.0,0.57,0.57
Genus,Bernalvirus,2,4.69,4.69,0.0,4.69,4.69,0.55,0.55,0.0,0.55,0.55
Genus,Baxterfoxvirus,2,6.56,6.56,0.0,6.56,6.56,0.51,0.51,0.0,0.51,0.51
Genus,Nymphadoravirus,11,6.84,6.93,0.77,4.24,8.25,0.52,0.52,0.08,0.38,0.81
Genus,Ruthyvirus,2,5.66,5.66,0.0,5.66,5.66,0.57,0.57,0.0,0.57,0.57
Genus,Mydovirus,10,11.76,12.41,1.76,7.42,14.25,0.5,0.44,0.11,0.36,0.77
Genus,Henunavirus,2,9.06,9.06,0.0,9.06,9.06,0.57,0.57,0.0,0.57,0.57
Genus,Certrevirus,4,10.98,11.33,1.21,9.27,12.29,0.55,0.52,0.08,0.45,0.67
Genus,Plateaulakevirus,4,10.42,10.58,1.04,8.83,11.75,0.53,0.53,0.05,0.43,0.6
Genus,Phapecoctavirus,19,11.78,10.39,2.88,7.55,15.59,0.56,0.65,0.17,0.34,0.8
Genus,Vequintavirus,7,8.53,8.66,0.86,7.0,10.05,0.67,0.66,0.07,0.56,0.77
Genus,Paclarkvirus,12,4.5,4.58,0.4,3.0,5.2,0.63,0.62,0.05,0.55,0.82
Genus,Drulisvirus_1,14,5.35,5.39,0.47,4.24,6.4,0.53,0.53,0.05,0.39,0.67
Genus,Phimunavirus,12,5.0,5.05,0.51,3.61,6.16,0.58,0.58,0.07,0.44,0.76
Genus,Phikmvvirus,16,4.55,4.69,0.62,2.65,5.92,0.63,0.62,0.08,0.43,0.86
Genus,Kotilavirus,3,4.44,4.69,0.5,3.74,4.9,0.61,0.57,0.07,0.55,0.71
Genus,Friunavirus,22,4.51,4.58,0.59,2.45,5.83,0.63,0.62,0.07,0.48,0.86
Genus,Drulisvirus_2,3,5.09,5.1,0.32,4.69,5.48,0.5,0.5,0.03,0.46,0.53
Genus,Vectrevirus,11,5.12,5.2,0.46,4.12,5.92,0.56,0.55,0.06,0.46,0.7
Genus,Acadevirus_2,2,4.24,4.24,0.0,4.24,4.24,0.58,0.58,0.0,0.58,0.58
Genus,Acadevirus_1,2,4.9,4.9,0.0,4.9,4.9,0.53,0.53,0.0,0.53,0.53
Genus,Eracentumvirus,2,3.87,3.87,0.0,3.87,3.87,0.68,0.68,0.0,0.68,0.68
Genus,Kaohsiungvirus,5,4.19,4.36,0.51,2.83,4.69,0.55,0.52,0.08,0.49,0.76
Genus,Uliginvirus,5,4.01,4.12,0.4,3.32,4.47,0.6,0.58,0.06,0.52,0.69
Genus,Murciavirus,2,3.74,3.74,0.0,3.74,3.74,0.7,0.7,0.0,0.7,0.7
Genus,Gajwadongvirus,2,4.12,4.12,0.0,4.12,4.12,0.6,0.6,0.0,0.6,0.6
Genus,Zindervirus,3,3.73,3.87,0.3,3.32,4.0,0.72,0.7,0.02,0.7,0.75
Genus,Bonnellvirus,3,4.31,4.47,0.31,3.87,4.58,0.55,0.52,0.05,0.51,0.62
Genus,Cuernavacavirus,3,4.21,4.0,0.5,3.74,4.9,0.62,0.65,0.09,0.5,0.7
Genus,Atuphduovirus,2,3.74,3.74,0.0,3.74,3.74,0.61,0.61,0.0,0.61,0.61
Genus,Maculvirus,4,4.01,4.3,0.75,2.45,4.8,0.63,0.58,0.11,0.51,0.86
Genus,Novosibovirus,2,3.16,3.16,0.0,3.16,3.16,0.67,0.67,0.0,0.67,0.67
Genus,Youngvirus,3,4.43,5.0,1.02,3.0,5.29,0.61,0.57,0.1,0.51,0.74
Genus,Ahphunavirus,8,4.25,4.36,0.6,2.45,4.8,0.57,0.54,0.09,0.49,0.82
Genus,Aerosvirus,2,4.12,4.12,0.0,4.12,4.12,0.56,0.56,0.0,0.56,0.56
Genus,Higashivirus,2,4.0,4.0,0.0,4.0,4.0,0.57,0.57,0.0,0.57,0.57
Genus,Bifseptvirus,3,3.89,4.12,0.41,3.32,4.24,0.57,0.53,0.07,0.51,0.67
Genus,Ampunavirus,2,4.12,4.12,0.0,4.12,4.12,0.57,0.57,0.0,0.57,0.57
Genus,Risjevirus,2,3.74,3.74,0.0,3.74,3.74,0.61,0.61,0.0,0.61,0.61
Genus,Pradovirus,5,4.8,4.9,0.44,4.0,5.57,0.51,0.51,0.08,0.39,0.65
Genus,Ermolevavirus,2,3.74,3.74,0.0,3.74,3.74,0.6,0.6,0.0,0.6,0.6
Genus,Przondovirus_1,27,4.96,5.0,0.43,3.32,6.08,0.55,0.55,0.06,0.4,0.75
Genus,Pektosvirus,3,3.4,3.74,0.68,2.45,4.0,0.72,0.67,0.09,0.64,0.85
Genus,Jarilovirus,2,3.61,3.61,0.0,3.61,3.61,0.67,0.67,0.0,0.67,0.67
