rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Genus,Caroctavirus,2,5.48,5.48,0.0,5.48,5.48,0.42,0.42,0.0,0.42,0.42
Genus,Berlinvirus,16,4.48,4.53,0.45,2.83,5.29,0.61,0.59,0.07,0.5,0.82
Genus,Teetrevirus,17,4.87,4.9,0.64,2.45,6.63,0.56,0.55,0.08,0.37,0.88
Genus,Teseptimavirus_1,13,5.12,5.15,0.52,3.74,6.08,0.55,0.54,0.07,0.43,0.76
Genus,Teseptimavirus_2,3,4.31,4.36,0.24,4.0,4.58,0.59,0.57,0.04,0.57,0.64
Genus,Minipunavirus,2,4.47,4.47,0.0,4.47,4.47,0.52,0.52,0.0,0.52,0.52
Genus,Ningirsuvirus,3,3.73,3.74,0.33,3.32,4.12,0.63,0.62,0.06,0.56,0.71
Genus,Wuhanvirus,2,3.61,3.61,0.0,3.61,3.61,0.61,0.61,0.0,0.61,0.61
Genus,Warsawvirus,2,3.87,3.87,0.0,3.87,3.87,0.57,0.57,0.0,0.57,0.57
Genus,Chatterjeevirus,3,3.13,3.46,0.48,2.45,3.46,0.71,0.66,0.08,0.65,0.81
Genus,Pifdecavirus,9,4.23,4.36,0.38,3.32,4.8,0.59,0.58,0.07,0.47,0.73
Genus,Ghunavirus,10,4.49,4.58,0.58,3.16,5.57,0.58,0.57,0.09,0.41,0.79
Genus,Aarhusvirus,4,4.22,4.24,0.21,3.87,4.58,0.67,0.67,0.02,0.64,0.7
Genus,Przondovirus_2,2,2.65,2.65,0.0,2.65,2.65,0.7,0.7,0.0,0.7,0.7
Genus,Gyeongsanvirus,2,4.0,4.0,0.0,4.0,4.0,0.57,0.57,0.0,0.57,0.57
Genus,Kayfunavirus_1,11,4.84,4.8,0.45,3.87,6.08,0.58,0.58,0.06,0.43,0.71
Genus,Kayfunavirus_3,2,5.39,5.39,0.0,5.39,5.39,0.57,0.57,0.0,0.57,0.57
Genus,Helsettvirus,4,4.11,4.12,0.35,3.46,4.58,0.69,0.69,0.05,0.62,0.75
Genus,Kayfunavirus_2,4,4.74,4.64,0.27,4.47,5.29,0.56,0.58,0.05,0.47,0.62
Genus,Yonseivirus,3,5.59,5.48,0.23,5.39,5.92,0.59,0.6,0.03,0.55,0.61
Genus,Phobosvirus,2,4.0,4.0,0.0,4.0,4.0,0.66,0.66,0.0,0.66,0.66
Genus,Salvovirus,3,5.05,5.92,1.34,3.16,6.08,0.57,0.46,0.17,0.43,0.8
Genus,Sharonstreetvirus,3,4.96,5.1,0.19,4.69,5.1,0.58,0.56,0.03,0.55,0.61
Genus,Carltongylesvirus,9,5.9,6.0,0.68,4.24,7.42,0.56,0.55,0.08,0.45,0.75
Genus,Yushanvirus,3,4.38,4.24,0.38,4.0,4.9,0.63,0.65,0.04,0.57,0.67
Genus,Aphroditevirus,6,9.66,9.54,0.84,7.75,11.27,0.47,0.46,0.05,0.36,0.6
Genus,Ludhianavirus,3,10.07,10.05,0.83,9.06,11.09,0.53,0.56,0.07,0.43,0.59
Genus,Epseptimavirus,71,9.99,9.9,1.56,3.16,15.87,0.55,0.53,0.08,0.38,0.94
Genus,Sugarlandvirus,2,7.07,7.07,0.0,7.07,7.07,0.64,0.64,0.0,0.64,0.64
Genus,Hongcheonvirus,2,6.86,6.86,0.0,6.86,6.86,0.58,0.58,0.0,0.58,0.58
Genus,Jesfedecavirus,3,7.6,7.81,1.51,5.66,9.33,0.65,0.68,0.09,0.52,0.74
Genus,Thalassavirus,14,9.95,10.2,1.43,6.16,12.29,0.59,0.58,0.11,0.4,0.84
Genus,Shenzhenvirus,2,4.36,4.36,0.0,4.36,4.36,0.7,0.7,0.0,0.7,0.7
Genus,Tunavirus,14,5.87,5.92,0.58,3.87,7.14,0.63,0.62,0.06,0.48,0.81
Genus,Guelphvirus,2,6.32,6.32,0.0,6.32,6.32,0.51,0.51,0.0,0.51,0.51
Genus,Rogunavirus,8,5.06,5.15,0.59,3.87,6.16,0.66,0.64,0.08,0.54,0.81
Genus,Christensenvirus,4,6.32,6.24,0.62,5.48,7.14,0.51,0.54,0.06,0.42,0.58
Genus,Rtpvirus,4,5.58,5.52,0.16,5.48,5.92,0.57,0.57,0.02,0.53,0.58
Genus,Warwickvirus,12,5.41,5.43,0.7,3.74,6.93,0.71,0.71,0.05,0.62,0.83
Genus,Kyungwonvirus,2,4.12,4.12,0.0,4.12,4.12,0.67,0.67,0.0,0.67,0.67
Genus,Tlsvirus,9,6.34,6.36,0.57,4.47,7.21,0.58,0.56,0.06,0.5,0.75
Genus,Hanrivervirus,11,5.7,5.74,0.44,4.36,6.4,0.62,0.63,0.06,0.53,0.77
Genus,Baihuvirus,3,6.26,6.0,0.42,5.92,6.86,0.52,0.54,0.05,0.46,0.56
Genus,Kuravirus,21,8.42,8.19,1.17,6.0,11.4,0.53,0.53,0.09,0.35,0.73
Genus,Lahexavirus,4,7.1,7.34,0.75,6.08,7.94,0.62,0.6,0.07,0.53,0.72
Genus,Gregsiragusavirus,2,2.83,2.83,0.0,2.83,2.83,0.6,0.6,0.0,0.6,0.6
Genus,Haloferacalesvirus,7,6.76,6.86,0.55,6.0,7.81,0.63,0.63,0.04,0.54,0.71
Genus,Nitunavirus,4,10.97,11.34,0.77,9.49,11.79,0.48,0.45,0.05,0.44,0.57
Genus,Agatevirus,3,9.29,11.18,2.9,5.2,11.49,0.63,0.56,0.14,0.51,0.82
Genus,Caeruleovirus,6,10.81,10.86,0.86,8.94,12.53,0.52,0.53,0.04,0.45,0.64
Genus,Schiekvirus,3,9.5,9.7,0.67,8.6,10.2,0.52,0.54,0.04,0.46,0.56
Genus,Wphvirus,6,11.4,12.04,1.24,9.33,12.77,0.53,0.5,0.07,0.46,0.67
Genus,Tsarbombavirus,3,8.95,9.38,1.12,7.42,10.05,0.66,0.64,0.05,0.61,0.74
Genus,Bequatrovirus,7,12.12,12.61,1.43,8.25,14.0,0.52,0.47,0.09,0.41,0.72
Genus,Eldridgevirus,2,10.77,10.77,0.0,10.77,10.77,0.42,0.42,0.0,0.42,0.42
Genus,Siminovitchvirus,3,9.13,8.89,0.83,8.25,10.25,0.52,0.57,0.07,0.42,0.57
Genus,Okubovirus,2,7.48,7.48,0.0,7.48,7.48,0.74,0.74,0.0,0.74,0.74
Genus,Baoshanvirus,2,7.62,7.62,0.0,7.62,7.62,0.68,0.68,0.0,0.68,0.68
Genus,Sepunavirus,2,8.31,8.31,0.0,8.31,8.31,0.67,0.67,0.0,0.67,0.67
Genus,Silviavirus,4,8.3,9.0,1.66,4.58,9.17,0.62,0.58,0.1,0.55,0.85
Genus,Pecentumvirus,15,7.98,8.25,1.18,3.74,10.15,0.68,0.67,0.07,0.55,0.92
Genus,Kayvirus,25,9.39,9.87,2.18,1.73,13.3,0.69,0.65,0.12,0.44,0.98
Genus,Kochikohdavirus,3,9.86,9.95,0.32,9.43,10.2,0.53,0.52,0.03,0.51,0.57
Genus,Bastillevirus,4,10.06,9.83,1.31,8.72,11.87,0.63,0.64,0.09,0.52,0.73
Genus,Carjivirus,2,4.47,4.47,0.0,4.47,4.47,0.68,0.68,0.0,0.68,0.68
Genus,Dabirmavirus,2,5.48,5.48,0.0,5.48,5.48,0.5,0.5,0.0,0.5,0.5
Genus,Jahgtovirus,4,5.07,5.1,0.3,4.58,5.57,0.55,0.55,0.04,0.48,0.6
Genus,Delmidovirus,3,5.02,5.29,0.39,4.47,5.29,0.58,0.56,0.04,0.55,0.64
Genus,Diorhovirus,2,4.9,4.9,0.0,4.9,4.9,0.59,0.59,0.0,0.59,0.59
Genus,Kuttervirus,46,9.95,9.7,1.38,5.57,13.75,0.61,0.62,0.09,0.41,0.85
Genus,Taipeivirus,8,8.79,8.86,0.65,7.55,10.05,0.64,0.64,0.06,0.54,0.74
Genus,Nezavisimistyvirus,2,6.78,6.78,0.0,6.78,6.78,0.7,0.7,0.0,0.7,0.7
Genus,Miltonvirus,2,7.68,7.68,0.0,7.68,7.68,0.64,0.64,0.0,0.64,0.64
Genus,Innesvirus,8,10.74,10.98,1.13,8.12,12.49,0.53,0.52,0.08,0.42,0.73
Genus,Huanghaivirus,2,8.6,8.6,0.0,8.6,8.6,0.56,0.56,0.0,0.56,0.56
Genus,Menderavirus,4,10.16,10.31,0.83,8.83,11.09,0.53,0.5,0.08,0.44,0.67
Genus,Yuavirus,5,5.21,5.15,0.28,4.8,5.83,0.68,0.68,0.03,0.62,0.71
Genus,Abidjanvirus,4,4.5,4.52,0.52,3.74,5.2,0.72,0.72,0.06,0.62,0.79
Genus,Vojvodinavirus,4,5.17,5.34,0.54,4.12,5.74,0.67,0.64,0.06,0.61,0.79
Genus,Xiamenvirus,2,4.69,4.69,0.0,4.69,4.69,0.65,0.65,0.0,0.65,0.65
Genus,Bosavirus,3,5.57,5.39,0.56,5.0,6.32,0.58,0.59,0.04,0.53,0.62
Genus,Steinhofvirus,2,4.24,4.24,0.0,4.24,4.24,0.7,0.7,0.0,0.7,0.7
Genus,Mollyvirus,2,4.24,4.24,0.0,4.24,4.24,0.8,0.8,0.0,0.8,0.8
Genus,Baylorvirus,2,3.46,3.46,0.0,3.46,3.46,0.68,0.68,0.0,0.68,0.68
Genus,Rosenblumvirus_1,4,2.53,2.45,0.29,2.24,3.0,0.67,0.68,0.07,0.57,0.75
Genus,Rosenblumvirus_2,3,2.9,2.65,0.51,2.45,3.61,0.63,0.68,0.11,0.48,0.73
Genus,Rosenblumvirus_3,2,2.45,2.45,0.0,2.45,2.45,0.67,0.67,0.0,0.67,0.67
Genus,Rosenblumvirus_4,2,2.45,2.45,0.0,2.45,2.45,0.68,0.68,0.0,0.68,0.68
Genus,Rosenblumvirus_5,2,2.45,2.45,0.0,2.45,2.45,0.7,0.7,0.0,0.7,0.7
Genus,Copernicusvirus_2,2,3.0,3.0,0.0,3.0,3.0,0.68,0.68,0.0,0.68,0.68
Genus,Copernicusvirus_1,4,3.4,3.46,0.32,2.83,3.74,0.61,0.6,0.06,0.55,0.71
Genus,Copernicusvirus_3,2,3.32,3.32,0.0,3.32,3.32,0.59,0.59,0.0,0.59,0.59
Genus,Hemphillvirus,3,3.91,3.87,0.16,3.74,4.12,0.57,0.58,0.03,0.53,0.6
Genus,Claudivirus_2,3,3.26,3.16,0.14,3.16,3.46,0.67,0.68,0.03,0.62,0.7
Genus,Claudivirus_1,5,3.91,4.0,0.31,3.46,4.36,0.59,0.61,0.06,0.49,0.67
Genus,Beecentumtrevirus_2,2,2.45,2.45,0.0,2.45,2.45,0.67,0.67,0.0,0.67,0.67
Genus,Salasvirus,2,2.65,2.65,0.0,2.65,2.65,0.73,0.73,0.0,0.73,0.73
Genus,Beecentumtrevirus_1,2,2.45,2.45,0.0,2.45,2.45,0.73,0.73,0.0,0.73,0.73
Genus,Gamaleyavirus,13,6.75,6.86,0.67,4.36,8.31,0.53,0.52,0.07,0.4,0.76
Genus,Pokkenvirus,4,5.11,5.14,0.82,4.12,6.48,0.62,0.62,0.11,0.47,0.74
Genus,Johnsonvirus,2,4.69,4.69,0.0,4.69,4.69,0.7,0.7,0.0,0.7,0.7
Genus,Aorunvirus,2,6.0,6.0,0.0,6.0,6.0,0.52,0.52,0.0,0.52,0.52
Genus,Zicotriavirus,2,3.46,3.46,0.0,3.46,3.46,0.76,0.76,0.0,0.76,0.76
Genus,Dongdastvirus,4,4.75,4.77,0.68,4.0,5.66,0.7,0.7,0.08,0.6,0.79
Genus,Pourcelvirus,2,4.58,4.58,0.0,4.58,4.58,0.67,0.67,0.0,0.67,0.67
Genus,Acanvirus,6,5.98,6.0,0.69,4.8,7.35,0.56,0.56,0.08,0.39,0.7
Genus,Litunavirus,9,6.05,6.12,0.39,5.1,6.63,0.62,0.61,0.05,0.54,0.72
Genus,Luzseptimavirus,2,4.0,4.0,0.0,4.0,4.0,0.75,0.75,0.0,0.75,0.75
Genus,Gonggongvirus,3,6.11,6.16,0.21,5.83,6.32,0.56,0.56,0.02,0.53,0.58
Genus,Aoqinvirus,2,5.1,5.1,0.0,5.1,5.1,0.59,0.59,0.0,0.59,0.59
Genus,Matsuvirus,2,5.2,5.2,0.0,5.2,5.2,0.59,0.59,0.0,0.59,0.59
Genus,Dorisvirus,3,6.05,5.92,0.31,5.74,6.48,0.56,0.56,0.01,0.54,0.57
Genus,Ithacavirus,6,6.22,6.32,0.4,5.2,6.78,0.55,0.53,0.04,0.49,0.65
Genus,Pariacacavirus,2,3.87,3.87,0.0,3.87,3.87,0.69,0.69,0.0,0.69,0.69
Genus,Mukerjeevirus,4,5.89,5.74,0.68,5.0,6.93,0.59,0.61,0.1,0.43,0.71
Genus,Samistivirus,17,13.32,13.58,1.75,7.75,16.22,0.5,0.49,0.09,0.37,0.77
Genus,Wakandavirus,3,9.47,9.06,0.62,9.0,10.34,0.58,0.61,0.06,0.49,0.62
Genus,Faustvirus,6,10.92,11.0,0.94,9.06,12.08,0.48,0.48,0.06,0.4,0.61
Genus,Kolpuevirus,3,7.13,7.28,0.73,6.16,7.94,0.51,0.49,0.06,0.44,0.59
Genus,Kehishuvirus,2,7.07,7.07,0.0,7.07,7.07,0.5,0.5,0.0,0.5,0.5
Genus,Kahnovirus,2,6.16,6.16,0.0,6.16,6.16,0.53,0.53,0.0,0.53,0.53
Genus,Lightbulbvirus,2,5.29,5.29,0.0,5.29,5.29,0.67,0.67,0.0,0.67,0.67
Genus,Tequatrovirus,96,11.04,10.39,1.74,6.32,15.56,0.62,0.67,0.1,0.4,0.85
Genus,Ceceduovirus,4,13.73,14.06,1.48,11.7,15.49,0.49,0.45,0.11,0.39,0.68
Genus,Pseudotevenvirus,14,12.23,12.57,1.52,8.19,14.73,0.54,0.54,0.09,0.42,0.76
Genus,Cinqassovirus,4,11.86,11.9,0.24,11.49,12.21,0.53,0.52,0.02,0.51,0.56
Genus,Lazarusvirus,13,10.4,10.93,1.86,6.86,13.11,0.58,0.55,0.14,0.37,0.81
Genus,Krischvirus,6,9.31,9.43,0.78,7.62,10.63,0.72,0.71,0.04,0.64,0.8
Genus,Cuauhnahuacvirus,2,7.55,7.55,0.0,7.55,7.55,0.71,0.71,0.0,0.71,0.71
Genus,Sarumanvirus,2,8.12,8.12,0.0,8.12,8.12,0.66,0.66,0.0,0.66,0.66
Genus,Emdodecavirus,3,11.54,11.58,0.43,11.0,12.04,0.56,0.57,0.04,0.5,0.6
Genus,Tulanevirus,9,10.35,10.3,0.85,8.72,12.0,0.57,0.56,0.07,0.45,0.71
Genus,Fletchervirus,5,7.45,7.58,0.6,6.08,8.19,0.64,0.63,0.05,0.58,0.72
Genus,Firehammervirus,3,9.13,9.49,0.77,8.06,9.85,0.54,0.5,0.07,0.48,0.63
Genus,Dhakavirus,18,11.99,12.12,1.5,7.35,15.1,0.56,0.55,0.08,0.4,0.82
Genus,Gelderlandvirus,13,13.17,14.07,1.76,8.72,14.93,0.45,0.4,0.11,0.34,0.72
Genus,Kanagawavirus,14,13.56,13.93,1.54,8.77,15.91,0.42,0.39,0.09,0.31,0.69
Genus,Jiaodavirus,6,10.2,9.9,0.76,8.77,11.53,0.62,0.63,0.05,0.51,0.71
Genus,Muldoonvirus,2,8.66,8.66,0.0,8.66,8.66,0.65,0.65,0.0,0.65,0.65
Genus,Bragavirus,4,10.85,11.28,1.44,8.25,12.37,0.53,0.5,0.11,0.42,0.71
Genus,Buchavirus_2,2,6.78,6.78,0.0,6.78,6.78,0.46,0.46,0.0,0.46,0.46
Genus,Buchavirus_1,7,6.56,6.71,0.74,5.2,8.0,0.52,0.49,0.1,0.36,0.71
Genus,Afonbuvirus,3,6.85,7.0,0.64,6.0,7.55,0.52,0.54,0.02,0.49,0.54
Genus,Aurodevirus,2,5.57,5.57,0.0,5.57,5.57,0.59,0.59,0.0,0.59,0.59
Genus,Culoivirus,3,6.43,6.32,0.2,6.24,6.71,0.55,0.55,0.03,0.51,0.58
Genus,Blohavirus,2,6.4,6.4,0.0,6.4,6.4,0.54,0.54,0.0,0.54,0.54
Genus,Birpovirus,2,5.66,5.66,0.0,5.66,5.66,0.57,0.57,0.0,0.57,0.57
Genus,Canhaevirus,2,6.0,6.0,0.0,6.0,6.0,0.56,0.56,0.0,0.56,0.56
Genus,Burzaovirus,3,4.73,4.47,0.54,4.24,5.48,0.61,0.67,0.08,0.49,0.67
Genus,Buhlduvirus,3,5.46,5.48,0.37,5.0,5.92,0.5,0.5,0.06,0.42,0.56
Genus,Nevillevirus,3,6.67,6.56,0.88,5.66,7.81,0.6,0.61,0.07,0.51,0.68
Genus,Omegavirus,6,11.7,11.96,1.31,8.25,13.6,0.45,0.42,0.08,0.35,0.67
Genus,Reyvirus,6,7.92,8.37,1.19,5.39,9.43,0.54,0.5,0.11,0.39,0.77
Genus,Kostyavirus,9,7.09,7.11,0.72,5.0,8.31,0.66,0.66,0.07,0.55,0.83
Genus,Faithunavirus,19,8.12,8.43,1.08,5.29,9.9,0.51,0.47,0.1,0.35,0.76
Genus,Octobienvirus,4,7.22,7.36,0.81,5.92,8.06,0.6,0.59,0.08,0.52,0.73
Genus,Gruunavirus,4,6.13,6.0,0.36,5.74,6.78,0.6,0.6,0.03,0.55,0.63
Genus,Kablunavirus,6,6.84,7.42,1.0,5.2,8.06,0.54,0.48,0.11,0.42,0.71
Genus,Ceetrepovirus,5,5.66,5.52,0.37,5.2,6.32,0.65,0.64,0.03,0.6,0.71
Genus,Foxborovirus,8,6.34,7.07,1.37,4.0,8.12,0.59,0.52,0.13,0.43,0.82
Genus,Melvirus,2,3.0,3.0,0.0,3.0,3.0,0.74,0.74,0.0,0.74,0.74
Genus,Siovirus,2,4.24,4.24,0.0,4.24,4.24,0.54,0.54,0.0,0.54,0.54
Genus,Samwavirus,5,5.05,5.09,0.53,4.12,6.0,0.58,0.58,0.07,0.45,0.7
Genus,Bridgettevirus,5,5.21,5.15,0.22,4.9,5.57,0.58,0.58,0.03,0.53,0.62
Genus,Teubervirus,5,5.94,5.83,0.72,4.47,7.14,0.62,0.59,0.08,0.5,0.76
Genus,Schmidtvirus,2,5.74,5.74,0.0,5.74,5.74,0.55,0.55,0.0,0.55,0.55
Genus,Vendettavirus,2,4.8,4.8,0.0,4.8,4.8,0.7,0.7,0.0,0.7,0.7
Genus,Immanueltrevirus,2,5.57,5.57,0.0,5.57,5.57,0.47,0.47,0.0,0.47,0.47
Genus,Pippivirus,2,3.32,3.32,0.0,3.32,3.32,0.69,0.69,0.0,0.69,0.69
Genus,Ficleduovirus,2,4.69,4.69,0.0,4.69,4.69,0.6,0.6,0.0,0.6,0.6
Genus,Punavirus,3,7.93,8.25,0.62,7.07,8.49,0.52,0.52,0.02,0.49,0.54
Genus,Barbavirus,5,7.31,7.55,1.17,4.9,8.72,0.61,0.58,0.1,0.47,0.82
Genus,Ravarandavirus,3,8.14,8.43,0.62,7.28,8.72,0.52,0.54,0.08,0.41,0.6
Genus,Fukuivirus,2,6.16,6.16,0.0,6.16,6.16,0.64,0.64,0.0,0.64,0.64
Genus,Vipetofemvirus,2,4.9,4.9,0.0,4.9,4.9,0.72,0.72,0.0,0.72,0.72
Genus,Carnodivirus,2,4.69,4.69,0.0,4.69,4.69,0.56,0.56,0.0,0.56,0.56
Genus,Detrevirus,2,5.83,5.83,0.0,5.83,5.83,0.52,0.52,0.0,0.52,0.52
Genus,Psavirus,2,4.8,4.8,0.0,4.8,4.8,0.64,0.64,0.0,0.64,0.64
Genus,Fibralongavirus,2,4.58,4.58,0.0,4.58,4.58,0.58,0.58,0.0,0.58,0.58
Genus,Leicestervirus,3,3.83,3.74,0.12,3.74,4.0,0.69,0.7,0.02,0.66,0.71
Genus,Carmenvirus,3,4.16,4.47,0.85,3.0,5.0,0.67,0.65,0.09,0.57,0.8
Genus,Cecivirus,2,5.57,5.57,0.0,5.57,5.57,0.54,0.54,0.0,0.54,0.54
Genus,Lwoffvirus,2,3.61,3.61,0.0,3.61,3.61,0.63,0.63,0.0,0.63,0.63
Genus,Cequinquevirus,6,4.62,4.47,0.35,4.24,5.48,0.62,0.62,0.04,0.52,0.7
Genus,Kelleziovirus,2,4.12,4.12,0.0,4.12,4.12,0.64,0.64,0.0,0.64,0.64
Genus,Laroyevirus,4,5.77,5.91,0.81,4.24,6.78,0.65,0.64,0.11,0.51,0.84
Genus,Woodruffvirus,2,4.36,4.36,0.0,4.36,4.36,0.6,0.6,0.0,0.6,0.6
Genus,Freyavirus,2,3.87,3.87,0.0,3.87,3.87,0.65,0.65,0.0,0.65,0.65
Genus,Incheonvirus,2,4.0,4.0,0.0,4.0,4.0,0.62,0.62,0.0,0.62,0.62
Genus,Fipvunavirus,2,3.0,3.0,0.0,3.0,3.0,0.81,0.81,0.0,0.81,0.81
Genus,Callevirus,2,4.47,4.47,0.0,4.47,4.47,0.6,0.6,0.0,0.6,0.6
Genus,Andromedavirus,8,6.07,6.28,0.82,4.12,6.93,0.54,0.5,0.1,0.43,0.75
Genus,Oshimavirus,2,3.74,3.74,0.0,3.74,3.74,0.71,0.71,0.0,0.71,0.71
Genus,Sendosyvirus,2,3.16,3.16,0.0,3.16,3.16,0.72,0.72,0.0,0.72,0.72
Genus,Kochitakasuvirus,2,4.12,4.12,0.0,4.12,4.12,0.65,0.65,0.0,0.65,0.65
Genus,Perisivirus,2,3.32,3.32,0.0,3.32,3.32,0.65,0.65,0.0,0.65,0.65
Genus,Hollowayvirus,2,5.1,5.1,0.0,5.1,5.1,0.51,0.51,0.0,0.51,0.51
Genus,Firingavirus,2,4.47,4.47,0.0,4.47,4.47,0.58,0.58,0.0,0.58,0.58
Genus,Paopuvirus,9,3.19,3.16,0.49,1.41,4.24,0.61,0.6,0.1,0.38,0.91
Genus,Minhovirus,2,2.0,2.0,0.0,2.0,2.0,0.75,0.75,0.0,0.75,0.75
Genus,Inhavirus,2,3.74,3.74,0.0,3.74,3.74,0.64,0.64,0.0,0.64,0.64
Genus,Schmidvirus,3,3.15,3.16,0.26,2.83,3.46,0.55,0.55,0.06,0.48,0.64
Genus,Andhravirus,4,2.64,2.64,0.19,2.45,2.83,0.62,0.63,0.05,0.56,0.67
Genus,Helsingorvirus,3,4.82,5.0,0.33,4.36,5.1,0.59,0.57,0.04,0.56,0.65
Genus,Holosalinivirus,2,3.16,3.16,0.0,3.16,3.16,0.58,0.58,0.0,0.58,0.58
